Year,Country of Origin (ISO),Country of Origin,Country of Asylum (ISO),Country of Asylum,Country of Resettlement (ISO),Country of Resettlement,Total submissions (persons)
2018,COD,Dem. Rep. of the Congo,BDI,Burundi,AUS,Australia,336
2018,ERI,Eritrea,ETH,Ethiopia,NZL,New Zealand,173
2018,SDN,Sudan,SSD,South Sudan,NLD,Netherlands,8
2018,SOM,Somalia,ETH,Ethiopia,USA,United States of America,27
2018,COD,Dem. Rep. of the Congo,UGA,Uganda,AUS,Australia,333
2018,COD,Dem. Rep. of the Congo,KEN,Kenya,CAN,Canada,44
2018,ERI,Eritrea,SDN,Sudan,SWE,Sweden,25
2018,COD,Dem. Rep. of the Congo,TZA,United Rep. of Tanzania,USA,United States of America,5672
2018,SOM,Somalia,ETH,Ethiopia,NZL,New Zealand,17
2018,COD,Dem. Rep. of the Congo,BDI,Burundi,NLD,Netherlands,1
2018,ERI,Eritrea,COD,Dem. Rep. of the Congo,USA,United States of America,3
2018,COD,Dem. Rep. of the Congo,TZA,United Rep. of Tanzania,AUS,Australia,411
2018,ERI,Eritrea,KEN,Kenya,CAN,Canada,2
2018,SOM,Somalia,SDN,Sudan,SWE,Sweden,4
2018,ERI,Eritrea,SDN,Sudan,USA,United States of America,729
2018,COD,Dem. Rep. of the Congo,BDI,Burundi,USA,United States of America,1628
2018,ERI,Eritrea,TZA,United Rep. of Tanzania,AUS,Australia,3
2018,SOM,Somalia,KEN,Kenya,CAN,Canada,674
2018,ERI,Eritrea,SSD,South Sudan,SWE,Sweden,1
2018,COD,Dem. Rep. of the Congo,RWA,Rwanda,USA,United States of America,3025
2018,ERI,Eritrea,SDN,Sudan,GBR,United Kingdom of Great Britain and Northern Ireland,32
2018,SOM,Somalia,KEN,Kenya,GBR,United Kingdom of Great Britain and Northern Ireland,220
2018,COD,Dem. Rep. of the Congo,UGA,Uganda,CAN,Canada,320
2018,ERI,Eritrea,SDN,Sudan,AUS,Australia,145
2018,SDN,Sudan,KEN,Kenya,CAN,Canada,21
2018,COD,Dem. Rep. of the Congo,KEN,Kenya,ISL,Iceland,3
2018,COD,Dem. Rep. of the Congo,RWA,Rwanda,SWE,Sweden,16
2018,COD,Dem. Rep. of the Congo,KEN,Kenya,USA,United States of America,345
2018,COD,Dem. Rep. of the Congo,KEN,Kenya,GBR,United Kingdom of Great Britain and Northern Ireland,1
2018,COD,Dem. Rep. of the Congo,UGA,Uganda,FRA,France,5
2018,COD,Dem. Rep. of the Congo,BDI,Burundi,GBR,United Kingdom of Great Britain and Northern Ireland,162
2018,SOM,Somalia,UGA,Uganda,CAN,Canada,303
2019,COD,Dem. Rep. of the Congo,KEN,Kenya,AUS,Australia,165
2019,COD,Dem. Rep. of the Congo,TZA,United Rep. of Tanzania,CAN,Canada,176
2019,SOM,Somalia,KEN,Kenya,SWE,Sweden,486
2019,ERI,Eritrea,DJI,Djibouti,CAN,Canada,32
2019,COD,Dem. Rep. of the Congo,KEN,Kenya,GBR,United Kingdom of Great Britain and Northern Ireland,17
2019,ERI,Eritrea,DJI,Djibouti,USA,United States of America,14
2019,COD,Dem. Rep. of the Congo,UGA,Uganda,USA,United States of America,1260
2019,SDN,Sudan,TZA,United Rep. of Tanzania,CAN,Canada,1
2019,ERI,Eritrea,KEN,Kenya,SWE,Sweden,6
2019,COD,Dem. Rep. of the Congo,BDI,Burundi,CAN,Canada,1
2019,ERI,Eritrea,KEN,Kenya,GBR,United Kingdom of Great Britain and Northern Ireland,3
2019,SOM,Somalia,DJI,Djibouti,USA,United States of America,7
2019,COD,Dem. Rep. of the Congo,TZA,United Rep. of Tanzania,USA,United States of America,2753
2019,COD,Dem. Rep. of the Congo,RWA,Rwanda,CAN,Canada,327
2019,COD,Dem. Rep. of the Congo,COG,Congo,USA,United States of America,18
2019,ERI,Eritrea,ETH,Ethiopia,SWE,Sweden,6
